carat,cut,color,clarity,depth,table,price
1.23,Premium,H,VS1,61.1,58,7577
1.51,Good,I,VS2,63.8,57,7577
1.51,Premium,I,SI2,60.4,56,7577
1.64,Very Good,J,SI2,63,58,7579
1.44,Premium,I,SI1,62.9,59,7580
1.09,Very Good,G,VVS2,59.8,61,7583
1.56,Very Good,H,SI2,58.7,63,7583
1,Very Good,G,VVS2,59.8,59,7584
1.4,Very Good,I,VS1,61.6,59,7584
1.56,Very Good,I,SI1,62.9,58,7584
1.51,Premium,G,SI1,61.3,61,7585
1.51,Very Good,G,SI1,63.1,56,7585
1.02,Very Good,F,VS1,62.4,58,7587
1.12,Premium,D,VS2,63,57,7587
1.09,Premium,F,VS1,61.3,60,7588
1,Premium,E,VS1,61.1,60,7588
1.12,Very Good,E,VS2,62.8,57,7589
1.54,Very Good,I,SI2,59.4,61,7589
1.54,Very Good,I,SI2,60.1,61,7589
1.16,Very Good,G,VS1,62.9,55,7589
1,Very Good,G,VVS2,63.1,58,7589
1.54,Premium,J,SI1,61.2,59,7589
1,Premium,G,VVS2,59.5,61,7589
1.36,Premium,I,VS1,62,59,7592
1.58,Premium,J,VVS2,61,58,7592
1.07,Premium,G,VVS2,61.6,57,7593
1.07,Very Good,G,VVS2,59.4,57,7597
1.01,Very Good,E,VS1,63.9,58,7597
1.09,Very Good,F,VS1,62.9,58,7598
1.52,Very Good,H,SI2,63.1,55,7600
1.02,Premium,G,VVS2,62.6,59,7602
1.02,Good,E,VS1,63.9,56,7602
1.02,Premium,G,VVS2,62.2,60,7602
1.01,Premium,F,VS1,62.5,58,7602
1.2,Good,G,VS2,63.3,58,7603
1.2,Premium,G,VS2,61.4,60,7603
1.46,Premium,H,SI2,61.4,59,7604
1,Very Good,E,VS2,61,59,7607
1,Very Good,E,VS2,62.9,57,7607
1.53,Premium,H,SI1,62,60,7608
1.51,Premium,E,SI2,62,62,7610
1.07,Very Good,G,VS2,60,56,7611
1.21,Premium,G,VS2,62.2,60,7611
1.03,Premium,E,VS1,61.5,58,7614
1.11,Premium,E,VS2,62.2,58,7619
1.3,Premium,I,IF,61.8,58,7621
1,Very Good,G,VVS2,61.6,61,7623
1.11,Premium,F,VS1,60.7,59,7623
1.31,Premium,F,SI1,62.6,58,7625
1.06,Premium,G,VVS2,62.4,55,7627
1.34,Premium,H,VS2,62.3,60,7630
1.54,Premium,I,SI2,61.2,58,7631
1.04,Premium,F,VS1,59.4,60,7632
1.41,Very Good,J,VS1,59.4,59,7636
1.61,Very Good,I,SI2,60.9,63,7636
1.34,Very Good,H,SI1,62.4,58,7636
1.5,Premium,H,SI1,61.4,56,7636
1.51,Very Good,J,SI1,62.3,59,7637
1.08,Premium,F,VS2,62.1,59,7637
1.55,Premium,J,SI1,62.5,58,7638
1.36,Good,G,SI1,63.8,55,7639
1.53,Good,E,SI2,57.1,56,7643
1.02,Premium,D,VS2,62.5,58,7643
1,Premium,G,VVS1,61.3,62,7644
1.5,Premium,F,SI2,58.5,60,7644
1.5,Premium,F,SI2,58.5,60,7644
0.32,Good,F,VVS2,62.5,61,619
0.3,Good,E,VS2,64.2,57,619
0.41,Very Good,D,SI2,59.9,60,619
0.36,Very Good,D,SI1,62.8,57,619
0.36,Good,D,SI1,63.2,56,619
0.35,Very Good,I,VVS2,61.3,56,620
0.27,Very Good,F,VVS2,61.9,58,620
0.27,Very Good,F,VVS2,60.1,58,620
0.27,Very Good,E,VVS2,62,59,620
0.27,Very Good,E,VVS2,62.5,59,620
0.27,Very Good,E,VVS2,60.9,58,620
0.27,Very Good,E,VVS2,61.7,58,620
0.27,Very Good,D,VVS2,59.9,59,620
0.27,Very Good,D,VVS2,61.6,59,620
0.27,Very Good,F,VVS1,62,58,620
0.27,Very Good,E,VVS1,60.9,59,620
0.27,Very Good,E,VVS1,59.9,57,620
0.27,Very Good,E,VVS1,62.6,58,620
0.27,Very Good,E,VVS1,61.5,58,620
0.3,Very Good,G,VS1,62.9,55,620
0.3,Very Good,G,VS1,61.7,57,620
0.3,Very Good,G,VS1,60.3,57,620
1.4,Very Good,I,SI1,61.3,59,7644
1.17,Very Good,H,IF,59.3,59,7644
1.75,Premium,I,SI1,60.8,58,7644
1.05,Premium,G,VS1,61.1,59,7644
1.5,Fair,F,SI2,65.4,58,7644
1.2,Very Good,D,SI1,62.4,58,7646
1.7,Premium,J,SI2,63,60,7650
1.01,Very Good,D,VS2,62.7,57,7652
1.68,Premium,J,SI2,59.2,57,7652
1.04,Very Good,D,VS2,61.2,56,7653
1.58,Premium,J,SI1,59.8,58,7654
1.34,Very Good,H,SI1,61.6,59,7655
1.55,Premium,I,VS2,61.3,58,7656
1.02,Very Good,G,VVS1,63,58,7657
1.24,Premium,G,VS1,62,59,7660
1.24,Very Good,G,VS2,61.5,58,7660
1.2,Premium,G,VS2,61.6,59,7661
1.15,Very Good,D,VS2,61.4,57,7662
1.01,Good,E,VS1,63.6,57,7665
1.01,Premium,G,VVS2,60.5,60,7665
1.01,Premium,G,VVS2,63,61,7665
1.01,Good,E,VS1,63.8,55,7665
1.01,Very Good,G,VVS2,63.2,59,7665
1.05,Very Good,E,VS1,59.8,59,7666
1.2,Good,F,VS2,63.8,60,7666
1.17,Premium,G,VS1,60.6,60,7666
1.05,Very Good,G,VVS2,59.8,60,7667
1.07,Premium,E,VS2,59.3,56,7670
1,Good,D,VS1,62.7,62,7672
1.7,Premium,H,SI2,62.1,56,7673
1.22,Very Good,H,VS1,62.4,59,7673
1.35,Premium,H,SI1,62.4,58,7673
1,Very Good,E,VS1,63,58,7676
1.32,Premium,G,SI1,60.6,58,7676
1.53,Very Good,J,VS1,59.5,60,7677
1.03,Very Good,E,VS1,62.8,55,7677
1.03,Premium,E,VS1,61.4,58,7677
1.03,Premium,E,VS1,59.6,59,7677
1.02,Premium,F,VS1,62.8,58,7677
1.02,Premium,F,VS1,62.7,55,7677
1.36,Premium,E,SI2,61.1,58,7677
1.02,Very Good,D,VS2,63.2,58,7677
1.02,Premium,F,VS1,60.8,59,7677
1.04,Very Good,D,VS2,63.1,54,7679
1.06,Premium,D,VS2,62.3,59,7679
1.06,Premium,F,VS1,58.8,60,7679
1,Very Good,G,IF,62.2,61,7682
1.02,Very Good,F,VS1,63.6,60,7682
1.32,Premium,F,SI1,59.7,60,7683
1.08,Premium,D,VS2,61.2,60,7683
1.53,Premium,F,SI2,60.9,60,7685
1.12,Very Good,G,VS1,62.2,59,7687
1,Good,E,VVS2,64.1,57,7692
1.54,Very Good,J,VS2,62.7,60,7695
1.61,Very Good,J,SI1,61.7,60,7695
1.06,Very Good,G,VVS2,62.9,56,7695
1.59,Premium,J,SI1,62.5,60,7695
1.51,Good,F,SI2,64.2,61,7695
1.51,Good,G,SI2,63.7,57,7695
1.51,Premium,G,SI2,62.4,57,7695
1.12,Fair,D,VS2,58.9,59,7696
1.06,Good,F,VS1,58.5,57,7699
1.4,Very Good,I,VS2,59.2,60,7702
1.52,Fair,D,SI2,56.3,61,7702
1.61,Very Good,J,VS2,61.7,59,7703
1.21,Very Good,E,SI1,62.2,60,7703
1.06,Very Good,F,VS2,61.5,58,7706
1.54,Premium,G,SI2,59.4,60,7707
1.5,Very Good,H,SI1,63.4,57,7708
1,Very Good,F,VS1,59.8,58,7710
0.9,Premium,D,VVS1,61.3,59,7711
1.7,Very Good,J,SI1,59.1,61,7713
1.3,Premium,H,VS1,61.5,58,7714
1.5,Good,H,SI2,58.4,62,7714
1.27,Very Good,H,VS2,62.6,57,7715
1.5,Premium,I,SI2,62.8,57,7715
1.23,Premium,D,SI1,62.5,58,7715
1.01,Very Good,F,VVS2,62.5,63,7715
1,Very Good,D,VS2,63.6,56,7717
1.03,Premium,D,VS2,62.9,59,7718
1.13,Premium,G,VS1,61.6,58,7720
1.5,Good,D,SI2,61.1,64,7722
1.5,Very Good,I,SI1,61.4,62,7722
1.4,Premium,I,VS1,61.6,59,7722
1.51,Very Good,H,SI2,60.8,58,7723
1.51,Very Good,H,SI2,60.4,59,7723
1.51,Good,H,SI2,63.1,60,7723
1.02,Very Good,G,VVS2,62.5,59,7724
1,Very Good,G,VVS1,57.8,59,7725
1.5,Good,F,SI2,62.9,59,7727
1.54,Premium,I,SI2,60.1,61,7727
1.54,Fair,I,SI2,64.6,56,7727
1.54,Premium,I,SI2,59.4,61,7727
1.2,Premium,G,VS2,62.1,61,7728
1.5,Very Good,E,SI2,63.3,57,7728
1.22,Premium,G,VS2,61.2,58,7729
1.03,Premium,G,VVS2,60.4,59,7729
1.36,Premium,G,SI1,60.6,59,7729
1.53,Very Good,J,SI1,61.7,58,7730
1.7,Very Good,J,VS2,63.2,58,7730
1.29,Premium,F,SI1,62.5,60,7730
1.17,Premium,G,SI1,62.6,55,7731
1.31,Premium,H,VS2,59.8,58,7732
1.55,Premium,J,VS1,61.6,58,7733
1.51,Very Good,E,SI2,63.3,58,7737
1.5,Good,F,SI2,62.4,55,7738
1.02,Very Good,E,VS1,60.5,60,7738
1.41,Good,G,SI1,63.7,57,7738
1.64,Very Good,J,SI1,62.6,59,7739
1.02,Very Good,F,VS1,61.3,58,7740
1.01,Premium,F,VVS1,62.5,58,7741
1.72,Good,J,SI2,63.2,57,7741
1.02,Premium,G,VVS2,62.2,60,7741
1.02,Premium,G,VVS2,62.6,59,7741
1.2,Very Good,G,VS2,63.3,58,7741
1,Very Good,G,VS2,61.1,55,7743
1.51,Very Good,J,VS2,61,58,7744
1,Premium,E,VS1,60.4,59,7744
1.61,Premium,H,SI2,61.4,62,7745
1.52,Fair,I,SI1,64.6,58,7746
1.3,Very Good,H,VS1,61.9,56,7747
0.9,Very Good,E,IF,63.9,55,7747
1.64,Very Good,J,SI2,62,59,7750
1.04,Very Good,E,VS1,63,55,7751
1.07,Premium,D,VS2,61.3,59,7751
1.13,Premium,D,VS2,61.7,58,7751
1.61,Premium,H,SI1,62.8,58,7754
1.57,Premium,I,VS2,62.2,58,7755
1.42,Premium,F,SI2,59.7,57,7755
1.71,Premium,J,SI1,61.9,58,7757
1.52,Premium,J,VS2,62,59,7758
1.51,Premium,H,SI1,62.8,60,7759
1.52,Very Good,J,SI1,59.9,57,7759
1.3,Premium,I,IF,61.8,58,7760
1.12,Premium,F,VS1,61.8,59,7761
1.1,Premium,F,VS1,60.9,61,7762
1,Premium,G,VVS2,61.6,61,7762
1.56,Premium,J,VS2,61.7,58,7763
1.52,Premium,H,SI2,62,58,7764
1.51,Premium,I,SI2,62.7,55,7766
1.07,Very Good,E,VS1,62,60,7768
1.01,Good,E,VVS2,64.3,58,7769
1.49,Very Good,G,SI2,62.5,58,7773
1.5,Very Good,H,SI2,61.3,59,7774
1.5,Very Good,H,SI2,62.3,60,7775
1.61,Very Good,I,SI2,60.9,63,7775
1,Very Good,E,VVS2,61.9,61,7777
1.03,Premium,E,VS1,62.4,58,7778
1.02,Very Good,E,VS1,60.1,59,7779
1.59,Premium,D,SI2,59.4,61,7779
1.34,Premium,G,VS2,61,60,7780
1.12,Premium,F,VS1,62.1,60,7781
1.01,Very Good,D,VS1,63.1,56,7785
1.26,Very Good,D,SI1,59.9,59,7785
1.01,Premium,D,VS1,61.1,61,7785
1.21,Good,F,VS2,63.5,55,7786
1.21,Very Good,H,VS1,62.8,54.4,7786
1.21,Very Good,G,VS2,62,58,7787
1.21,Premium,G,VS2,61.5,58,7792
1.01,Premium,F,VS1,61.4,60,7792
1.05,Very Good,D,VS2,59.7,58,7794
1.2,Premium,G,VS2,58.2,59,7795
1.53,Very Good,I,SI1,63.1,56,7797
1.02,Premium,G,VVS1,63,58,7797
1.19,Premium,G,VS1,61.2,55,7797
1.7,Premium,I,SI1,59.8,59,7797
1.23,Very Good,D,SI1,59.7,58,7799
1.02,Good,G,VVS2,63.1,59,7800
1.24,Premium,G,VS1,62,59,7800
1.29,Premium,H,VS2,60.7,61,7802
1.16,Very Good,F,VS2,60.2,63,7803
1.59,Premium,J,VS2,62.6,59,7811
1,Premium,D,VS1,62.1,55,7812
1,Premium,D,VS1,62.7,54,7812
1.51,Very Good,J,SI1,60.9,59,7812
1.5,Premium,H,SI2,62.2,60,7812
1,Premium,D,VS1,62.7,62,7812
1.57,Very Good,J,VS2,62.6,60,7813
1.09,Premium,E,VS2,61.6,59,7813
1.51,Good,I,SI2,63.6,60,7815
1.13,Very Good,G,VS1,60.7,57,7815
1.34,Premium,H,VS2,62.3,60,7816
1.22,Premium,H,VS1,62.5,59,7816
1.03,Premium,E,VS1,59.6,59,7817
1.41,Premium,F,SI2,62.7,56,7817
1.5,Fair,J,VS1,60.1,61,7819
1.01,Premium,E,VS1,62,59,7821
1.01,Premium,E,VS1,60.8,59,7821
1.01,Premium,G,VVS2,61.9,59,7821
1.51,Premium,J,SI1,59.9,60,7822
1,Premium,G,IF,62.2,61,7822
1,Premium,G,IF,61.4,59,7822
1.51,Very Good,H,SI2,62.3,58,7823
1.08,Premium,D,VS2,61.2,60,7824
1.05,Good,E,VS1,63.1,59,7826
1.21,Very Good,F,VS2,63.3,58,7826
1.21,Very Good,F,VS2,63.5,58,7826
1.12,Premium,G,VS1,62.2,59,7827
1.29,Good,F,SI1,63.8,60,7828
1.57,Very Good,J,VS2,60.2,59,7832
1.57,Very Good,J,VS2,62.6,59,7832
1.5,Fair,H,SI1,66.1,57,7832
1.11,Premium,F,VS1,59.4,58,7832
1.5,Premium,J,VS1,62,61,7832
2.11,Very Good,G,I1,63.2,57,7834
1.01,Very Good,F,VVS2,60.7,59,7835
0.3,Very Good,E,VS1,63.6,54,620
0.35,Good,H,VVS2,60.4,56,620
0.3,Premium,H,VVS1,60.7,58,620
0.27,Very Good,E,VVS2,63.8,54,621
0.41,Very Good,G,SI2,59.6,60,621
0.3,Good,D,VS2,58.9,62,621
0.41,Good,J,VS1,63.2,59,621
0.33,Very Good,G,VS1,61.6,57,621
0.33,Premium,G,VS1,60.3,58,621
0.3,Very Good,E,VVS2,61.1,62,622
0.3,Very Good,E,VVS2,62.4,58,622
0.3,Very Good,E,VVS2,63.2,56,622
0.3,Very Good,E,VVS2,59.7,57,622
1.59,Very Good,I,SI2,61.6,57,7835
1.59,Premium,J,SI1,62.5,60,7836
1.38,Very Good,H,SI1,63.2,56,7836
1.01,Premium,E,VS1,62.9,60,7839
1.5,Very Good,J,VVS2,62.8,62,7840
1,Premium,G,VVS2,62.8,59,7840
1.51,Very Good,I,SI2,60,59,7841
1.61,Premium,J,VS2,61.7,59,7844
1.01,Very Good,G,VVS2,60.8,59,7847
1.73,Good,J,SI1,63.8,60,7847
1,Premium,G,VVS1,62.9,53,7848
1.51,Very Good,E,SI2,61.9,57,7848
1.51,Good,J,VS1,60.6,55,7848
1.51,Premium,J,VS1,62.3,59,7848
1.51,Good,J,VS1,63.5,60,7848
1.39,Premium,G,SI1,61.3,59,7848
1.54,Premium,G,SI2,59.4,60,7848
1.54,Fair,F,SI2,64.4,60,7848
1.27,Premium,H,VS2,61.1,58,7849
1.22,Premium,G,VS1,61.6,60,7850
1.04,Premium,D,VS2,61.1,60,7852
2.5,Fair,G,I1,64.7,57,7854
1.3,Premium,H,VS1,61.5,58,7855
1.74,Premium,I,SI2,62.2,58,7858
1.02,Very Good,G,VVS1,62.1,59,7861
1.02,Good,G,VVS1,63.6,58,7861
1.53,Very Good,H,SI1,63.1,56,7862
1.5,Good,D,SI2,61.1,64,7862
1.56,Good,H,SI1,63.7,57,7862
1.08,Very Good,G,VVS2,63.1,56,7862
1.01,Premium,F,VS1,58.8,60,7862
1.01,Premium,G,VVS2,60.7,58,7862
1.11,Good,D,VS2,63.2,57,7863
1.51,Premium,H,SI2,62.5,57,7864
1.51,Premium,H,SI2,60.4,59,7864
1.19,Premium,H,VS1,61.9,59,7864
1.2,Premium,F,VS2,60.1,57,7865
1.52,Very Good,I,SI2,59.8,62,7866
1.22,Premium,G,VS2,61.2,58,7870
1.13,Premium,G,VVS2,61.4,58,7875
1.51,Good,F,SI2,62.9,55,7875
1.54,Very Good,E,SI2,59,62,7877
1,Very Good,D,VS1,62.7,60,7877
1.21,Very Good,F,SI1,60.2,60,7877
1.05,Premium,F,VS1,61,58,7879
1.18,Premium,G,VVS2,61,58,7881
1.01,Premium,F,VVS1,62.5,58,7882
1.01,Very Good,G,VVS2,63.3,57,7885
1,Premium,E,VS1,61.4,59,7885
1.5,Very Good,H,SI2,63,58,7888
0.83,Very Good,D,IF,59.7,53,7889
1.51,Very Good,I,SI1,63.1,56,7891
1.39,Very Good,I,VS1,62.2,57,7893
1.5,Good,H,SI2,63.4,59,7897
1.52,Premium,J,VS2,62,59,7899
1.06,Very Good,E,VS1,63,58,7900
1.65,Very Good,J,SI1,61.7,56,7903
1.6,Premium,J,VS1,62.6,59,7903
1.26,Premium,D,SI1,59.5,59,7903
1.12,Premium,F,VS1,61.8,59,7903
1.12,Premium,F,VS1,61.2,58,7903
1.56,Premium,J,VS2,61.7,58,7904
1.21,Very Good,G,VS2,59.5,58,7906
1.6,Very Good,I,SI2,62.2,59,7906
1.52,Premium,H,SI2,62,58,7906
1.2,Very Good,D,SI1,62.6,59,7909
1.07,Premium,E,VS1,62,60,7909
1.26,Very Good,G,SI1,63.3,58,7910
1.55,Premium,J,VS2,60.7,59,7911
1.67,Very Good,J,SI1,62.3,59,7911
1.21,Good,F,VS2,63.7,58,7911
1.5,Fair,I,SI1,56.7,63,7912
1.01,Good,F,VVS2,62.7,61,7915
1.51,Very Good,D,SI2,63.2,59,7915
1,Fair,E,VVS2,65.4,56,7918
1.35,Premium,H,VS2,61.5,58,7918
1.03,Premium,E,VS1,62.4,58,7919
1.84,Premium,H,SI2,61,58,7922
1.25,Premium,D,SI1,62.4,58,7924
1.28,Very Good,E,SI1,59.8,59.1,7927
1.21,Very Good,F,VS2,63.5,55,7928
1.14,Very Good,D,VS2,58.7,60,7928
1.43,Fair,E,SI1,65.1,56,7928
1.51,Good,H,SI2,62.8,60,7929
1.46,Premium,G,SI2,59.5,59,7931
1.74,Premium,H,SI1,62.1,59,7932
1.52,Good,G,SI2,63.1,58,7933
2.2,Fair,I,I1,66.3,56,7934
1.37,Very Good,I,VS1,61.8,57,7939
1.02,Very Good,G,VVS2,63.1,59,7942
1.65,Very Good,J,SI1,61.5,58,7943
1.33,Premium,H,VS2,62.6,58,7943
1,Very Good,G,VVS1,60.7,58,7945
1.25,Premium,G,VS2,61.2,57,7948
1.51,Good,H,VS2,63.8,56,7949
1,Very Good,G,VVS2,62.7,57,7950
1.56,Premium,F,SI2,58.8,59,7950
1.56,Fair,G,SI2,64.8,59,7950
1.56,Fair,I,SI1,64.6,62,7950
1.37,Premium,G,VS2,61.6,59,7951
1.51,Very Good,J,VS1,63.7,55,7953
1.04,Premium,G,VVS2,61.8,58,7953
1.59,Premium,J,VS2,62.6,59,7953
1.07,Premium,D,VS2,60.9,59,7954
1.01,Good,D,VS1,63.1,59,7955
1.5,Premium,I,SI1,62.3,57,7955
1.41,Very Good,H,SI1,62.9,57,7956
1.25,Very Good,F,SI1,61.4,56,7956
1.51,Good,I,SI2,63.6,60,7957
2.01,Good,H,I1,61.7,63,7959
1.02,Fair,F,VVS1,64.6,59,7960
1.16,Premium,G,VS1,61.9,58,7962
1.58,Premium,E,SI2,61,60,7963
1.3,Very Good,E,SI1,59.1,60,7963
1.01,Premium,G,VVS2,61.9,59,7964
1.01,Premium,E,VS1,60.8,59,7964
1.01,Premium,E,VS1,62.9,61,7964
1.01,Premium,E,VS1,62,59,7964
1.34,Very Good,H,VS2,61.4,58,7965
1.05,Very Good,E,VS1,63.1,59,7969
1.53,Very Good,I,SI1,63.3,58,7971
1.5,Fair,G,SI2,64.7,55,7972
1.55,Premium,I,SI2,58.5,60,7972
1.17,Good,G,VS1,60,64,7972
1.01,Very Good,G,IF,60,61,7974
1.01,Very Good,G,IF,63,60,7974
1.07,Very Good,G,VVS2,62.8,57,7975
1.57,Premium,I,SI2,62.4,58,7976
1.15,Very Good,D,VS1,62.9,54,7978
1.5,Good,D,SI1,56.6,64,7980
1.27,Premium,E,SI1,60.9,59,7980
1.01,Premium,F,VS1,61.2,59,7982
1.33,Premium,H,VS2,60.7,59,7982
1.2,Very Good,G,VS2,62.2,57,7983
1.5,Premium,J,VVS2,62.8,62,7983
1.3,Very Good,G,SI1,61,57,7985
1.39,Premium,H,SI1,62.7,58,7986
1.51,Premium,I,SI1,61.8,60,7989
1.19,Very Good,G,VS1,59.1,58,7989
1.53,Very Good,H,SI2,61.4,60,7991
1.51,Very Good,J,VS1,63.5,60,7991
1.39,Premium,G,SI1,61.3,59,7991
1.09,Very Good,G,VS1,59.9,56,7992
1.21,Premium,G,VS2,62.2,58,7996
1.57,Premium,F,SI2,60.2,60,8001
1.52,Fair,H,SI1,65.3,58,8001
1.52,Premium,H,VS2,61,61,8001
1,Very Good,G,IF,58.3,62,8002
1.06,Premium,G,VVS2,59.6,58,8003
1.23,Premium,H,VVS2,62.8,56,8004
1.02,Good,G,VVS1,63.6,58,8005
1.02,Premium,G,VVS1,62.1,59,8005
1.11,Very Good,D,VS2,63.2,57,8006
1,Very Good,F,VVS1,63,56,8008
1,Premium,G,VVS1,62.1,59,8008
1.51,Fair,H,SI1,66.5,56,8010
1.52,Premium,I,SI2,59.8,62,8010
1.02,Good,F,VS1,62.6,54.3,8011
1.67,Good,J,SI1,58.8,61,8013
1.5,Very Good,J,VS1,62.2,58,8014
1.07,Premium,E,VS1,59.7,61,8015
1.01,Premium,G,VVS2,61.2,58,8016
1.15,Premium,F,VS1,62.7,58,8018
1.42,Good,E,SI2,60.1,61,8019
1.13,Premium,G,VVS2,61.4,58,8019
1.65,Very Good,H,SI2,63.4,59,8020
1.1,Very Good,G,VVS1,61.5,57,8020
1,Premium,D,VS1,62.7,60,8020
1.54,Premium,E,SI2,59,62,8020
1.61,Premium,F,SI1,62.9,59,8024
1.18,Premium,G,VVS2,61,58,8025
1.2,Premium,G,VS2,62.3,56,8030
1.2,Very Good,G,VS2,63.5,57,8032
1.2,Good,G,VS2,57.8,59,8032
1.2,Very Good,G,VS2,63.1,57,8032
1.51,Premium,H,SI2,61.4,60,8033
1.51,Premium,F,SI1,62,57,8033
2,Fair,I,SI2,66.8,55,8037
1.2,Very Good,H,VS1,60.2,57,8039
1.5,Very Good,J,VS1,61.7,58,8039
1.26,Very Good,G,VS2,63.3,57,8040
3.01,Premium,I,I1,62.7,58,8040
1.5,Good,G,SI2,64.3,57,8043
1.06,Premium,E,VS1,63,58,8044
1.5,Fair,H,VS1,64.8,55,8044
1.7,Premium,I,SI1,61.6,56,8044
3,Fair,H,I1,67.1,57,8044
1.56,Good,I,SI2,58.5,61,8048
1.88,Good,J,SI2,57.9,59,8048
1.51,Very Good,J,SI1,63.1,55,8049
0.3,Good,E,VVS2,63,58,622
0.3,Good,E,VVS2,61.1,61,622
0.3,Good,E,VVS2,59.5,59,622
0.27,Very Good,E,VVS2,63,56,622
0.27,Very Good,D,VVS2,62.3,57,622
0.27,Very Good,E,VVS2,59,59,622
0.4,Very Good,D,SI2,63,59,622
0.4,Good,D,SI2,63.1,57,622
0.4,Good,E,SI2,63.9,57,622
0.4,Good,D,SI2,63.4,59,622
0.4,Good,D,SI2,63.8,54,622
0.27,Very Good,D,VVS2,62.2,59,622
0.27,Premium,E,VVS1,60.6,58,622
0.4,Good,D,SI2,63.1,56,622
0.4,Good,E,SI2,63.1,57,622
0.4,Good,E,SI2,63.5,56,622
0.4,Good,D,SI2,63.9,53,622
1.51,Very Good,F,SI2,63.4,58,8050
1.47,Very Good,J,VVS2,62.6,60,8055
1.55,Premium,J,VS2,60.7,59,8055
1.2,Premium,G,VS1,62.4,59,8056
1.2,Premium,G,VS1,62.5,59,8056
1.09,Premium,F,VS1,60.9,58,8057
1.51,Very Good,J,VS1,61.4,57,8057
1.58,Very Good,J,SI1,61.6,57,8057
1.5,Very Good,H,SI1,62.9,56,8058
1.53,Premium,J,VS1,60.1,59,8058
1.53,Very Good,J,VS1,62.8,59,8058
1.35,Premium,H,VS2,62.2,56,8062
1.22,Premium,G,VS2,61.1,56,8062
1.35,Premium,H,VS2,61.5,58,8062
1.24,Very Good,G,VS2,59.1,59,8064
2,Fair,H,I1,66.8,57,8064
1.25,Premium,G,VS2,61.9,58,8064
1.5,Premium,E,SI2,61.5,59,8064
1.01,Premium,D,VVS2,62.2,59,8065
1.22,Premium,G,VS2,60.9,57,8067
1.43,Very Good,H,SI1,62.8,58,8069
1.55,Premium,I,SI2,58.2,59,8069
1.12,Very Good,G,VVS1,58.9,60,8072
1.24,Very Good,E,SI1,61.7,59,8073
1.51,Very Good,I,SI1,61.4,60,8073
1.51,Premium,H,SI2,62.8,60,8074
1.55,Good,J,VS1,62.3,56,8076
1,Very Good,D,VS1,60.5,59,8077
1.23,Very Good,D,SI1,62.3,57,8079
1,Good,F,VVS2,60.7,62,8079
1.5,Very Good,I,SI1,63.5,59,8081
1.01,Very Good,F,VS1,62.6,56,8081
1.03,Very Good,F,VS1,62.8,54.1,8089
1.04,Very Good,F,VS1,61.6,60,8090
1.53,Very Good,G,SI2,61.1,58,8095
1.53,Good,I,SI1,63.1,57,8095
1.51,Good,I,SI1,63.7,61,8097
1.04,Premium,G,VVS2,61.8,58,8098
1.25,Premium,H,VS1,61.3,55,8099
1.25,Premium,H,VS1,62,59,8099
1.21,Good,G,VS2,63.8,56,8099
1.01,Very Good,D,VS1,63.1,59,8101
1.42,Premium,H,SI1,62.3,58,8102
2.01,Very Good,H,I1,61.7,63,8104
2.01,Good,J,SI1,64.3,54,8104
1.31,Premium,H,VS2,61,58,8106
1.56,Good,J,VS2,62.3,64,8107
1.16,Premium,G,VS1,61.9,58,8107
1.5,Premium,D,SI2,62.6,59,8108
1.5,Good,D,SI2,63.4,59,8108
1.77,Good,J,SI2,63.4,60,8109
1.19,Premium,G,VS1,62.6,58,8109
1.34,Good,H,VS2,59.1,60,8109
1.52,Premium,J,VS1,62,59,8110
1.52,Premium,J,VS1,62.4,59,8110
1.5,Good,H,SI1,64.9,57,8112
1.26,Premium,G,VS2,60.1,61,8113
1.05,Premium,F,VS1,62.3,55,8114
1,Very Good,G,VVS1,63.4,57,8115
1.7,Good,H,SI2,63.6,56,8115
1.47,Premium,F,SI2,59.4,59,8115
1.67,Premium,H,SI2,62.6,60,8118
1.01,Premium,G,IF,60,61,8120
1.01,Premium,G,IF,63,60,8120
1.2,Very Good,G,VS2,62.2,58,8124
1,Premium,D,VS1,59.7,60,8124
1.52,Premium,H,SI2,58.7,62,8127
1.5,Very Good,I,SI1,60.3,60,8127
1.23,Premium,G,VS2,61.1,57,8128
1.14,Very Good,F,VS2,59,60,8131
1.4,Premium,H,SI1,62.1,60,8133
1.57,Fair,H,VS1,67.3,66,8133
1.7,Good,J,VS2,63.6,59,8134
1.51,Premium,E,SI2,59.3,61,8135
1,Very Good,G,VVS2,63,54,8138
1,Very Good,D,VS2,62.4,57,8138
1.28,Premium,G,VS2,62.1,60,8139
1.21,Premium,F,VS2,61.3,58,8139
1.5,Good,G,SI2,57.9,61,8144
1.23,Premium,G,VS1,59.6,60,8145
1.7,Good,J,VS2,64,58,8146
1.5,Premium,H,SI2,60.8,58,8148
1.5,Very Good,G,SI2,61.3,63,8148
1.06,Premium,G,VVS2,59.6,58,8149
1.2,Very Good,G,VS1,62.5,57,8150
1.52,Very Good,G,SI2,60.9,57,8151
1,Premium,F,VVS1,63,56,8154
1,Premium,G,VVS1,62.1,59,8154
1.5,Good,I,SI1,62.9,60,8161
1.33,Very Good,F,SI1,63.3,56,8163
1.01,Premium,G,VVS2,61.2,58,8163
1.3,Premium,F,SI1,61.4,59,8164
1.5,Good,H,VS2,64.3,60,8165
1.5,Good,H,VS2,63.9,59,8165
1.5,Very Good,E,SI2,62.7,59,8167
