carat,cut,color,clarity,depth,table,price
0.32,Very Good,G,VS1,61.7,55,645
0.32,Very Good,G,VS1,62.8,54,645
0.32,Very Good,H,VVS2,62.9,57,645
0.27,Very Good,E,SI1,60.6,57,646
0.32,Very Good,D,VS2,58.8,59,646
2.74,Very Good,H,SI2,63.3,58,17184
1.51,Very Good,F,VVS2,61.3,61,17203
1.71,Very Good,G,VS1,61.3,54,17206
1.7,Very Good,G,VS1,61.8,53,17219
2.01,Very Good,F,SI2,60.8,57,17244
2,Very Good,H,SI1,62.7,56,17247
2.02,Very Good,D,SI2,62.3,56,17263
1.86,Very Good,H,VVS2,58.6,62,17267
1.8,Very Good,E,SI1,62.2,57,17273
1.5,Very Good,F,VVS1,60,60,17279
2.03,Very Good,I,VS2,59.9,57,17297
2.04,Very Good,I,VS2,60.3,59,17315
1.51,Very Good,F,VVS2,63.1,56,17317
2.04,Very Good,I,SI1,62.9,54,17323
4.13,Fair,H,I1,64.8,61,17329
2.02,Very Good,I,SI1,60.4,58,17357
1.95,Very Good,H,VS2,61.7,55,17374
1.97,Very Good,H,VS2,62.9,59,17377
2.5,Fair,F,SI2,65.8,58,17405
2.05,Fair,I,VS1,67.7,58,17408
2.01,Very Good,I,VS2,63.8,59,17422
1.65,Very Good,F,VS1,62.8,56,17425
2.01,Very Good,H,SI1,62.2,60,17434
2.48,Very Good,I,SI2,63,62,17448
2.44,Very Good,J,SI1,62.9,53,17472
2.18,Very Good,G,SI2,61,60,17475
2.01,Very Good,H,SI1,60.1,60,17476
1.91,Very Good,F,SI1,62.2,54,17509
2.01,Very Good,F,SI2,62.3,63,17514
2.02,Very Good,F,SI1,62.7,59,17530
1.45,Very Good,D,VVS2,62,56,17545
2.01,Very Good,I,VS2,62.4,58,17570
2.02,Very Good,I,VS2,63.1,55,17581
2.14,Very Good,F,SI2,58.2,61,17582
1.7,Very Good,F,VS2,60.8,60,17597
1.38,Very Good,F,IF,58.2,60,17598
2.02,Very Good,F,SI1,60.1,60,17658
2.02,Very Good,H,SI1,63.4,60,17672
2.01,Very Good,E,SI1,62.7,57,17676
1.71,Very Good,F,VS1,61.9,61,17685
1.51,Very Good,E,VVS2,60.2,61,17689
2.52,Very Good,G,SI2,63.2,58,17689
2.12,Very Good,F,SI2,60.6,58,17694
1.99,Fair,H,VS2,60.5,63,17713
2.31,Very Good,I,SI1,62.5,55,17715
2,Very Good,G,SI1,63,55,17724
2.01,Very Good,I,VS1,59.7,63,17751
2.03,Very Good,G,SI2,62.7,55,17752
2.01,Very Good,E,SI2,59.3,61,17759
2.01,Very Good,H,SI1,62.8,59,17759
2,Very Good,H,SI1,63.3,59,17760
2.16,Very Good,I,SI1,58.5,60,17772
2.21,Very Good,I,SI1,62.9,59,17784
1.69,Very Good,E,VS2,62.7,58,17803
2.05,Very Good,H,SI1,62.5,57,17811
2.1,Very Good,I,VS2,59.4,60,17837
2.11,Very Good,E,SI2,62.4,61,17871
2.01,Very Good,I,VS1,62.8,59,17877
2.02,Very Good,H,VS2,61.5,59,17887
1.76,Very Good,G,VVS2,61.1,59,17888
2.48,Very Good,H,SI1,63.3,56,17893
2.07,Very Good,H,SI1,62.1,59,17893
1.07,Very Good,D,IF,59,59,17909
2.01,Fair,G,VS2,67.5,55,17917
2.39,Very Good,J,VS1,59.6,60,17920
1.29,Very Good,D,VVS1,60.8,55,17932
0.28,Very Good,E,VVS1,61.1,60,646
0.35,Very Good,H,SI1,63.2,57,647
0.35,Very Good,H,SI1,63.3,54,647
0.41,Very Good,F,SI2,60.8,58,647
0.41,Very Good,J,VS1,62,55,647
0.41,Very Good,J,VS1,61.3,59,647
0.41,Very Good,J,VS1,60.8,61,647
2.04,Very Good,H,SI1,62.5,61,17952
2.04,Very Good,H,SI1,63,58,17952
2,Very Good,D,SI2,60,56,17953
2.4,Very Good,I,SI2,60.6,58.5,17955
1.93,Fair,F,VS1,58.9,62,17995
2.54,Very Good,I,SI2,62.4,60,17996
2.06,Very Good,G,SI2,62.3,59,18005
1.76,Very Good,G,VS1,62.8,55.4,18014
5.01,Fair,J,I1,65.5,59,18018
2.32,Fair,H,SI1,62,62,18026
2.01,Very Good,H,SI1,58.2,63,18027
2.26,Very Good,D,SI2,61.6,61,18028
2.51,Very Good,H,SI2,63.6,58,18029
2.01,Very Good,I,VS1,62.9,59,18041
2.19,Very Good,E,SI2,62.4,61,18067
2.29,Very Good,I,SI1,61.8,59,18068
2.11,Very Good,F,SI2,63.5,55,18071
2.01,Very Good,G,SI1,59.1,57,18077
2.51,Very Good,I,SI2,62.3,57,18090
1.7,Very Good,G,VS2,61.9,55,18107
1.7,Very Good,E,VS2,58.6,60,18107
1.14,Very Good,D,IF,59.1,58,18112
1.07,Very Good,D,IF,60.9,58,18114
2.03,Very Good,E,SI2,58.8,59,18115
2.12,Very Good,H,SI1,60.7,55,18118
2.33,Very Good,I,SI1,60.7,56,18119
2.03,Very Good,D,SI2,62.4,59,18120
2.14,Very Good,E,SI2,61.5,58,18125
2.04,Very Good,I,VS1,61.8,60,18127
2.08,Very Good,E,SI2,62.4,60,18128
2.01,Very Good,H,SI1,59.1,58,18149
2.05,Very Good,H,VS2,61.8,60,18152
1.7,Very Good,E,VS2,58.6,62,18176
2,Very Good,G,SI1,62.5,58,18186
1.73,Very Good,G,VVS2,62.6,55,18211
2.09,Very Good,I,VS1,62.9,57,18215
1.09,Very Good,D,IF,61.7,58,18231
2.02,Very Good,H,SI1,59.3,60,18236
2.02,Very Good,H,SI1,59.6,59,18236
2.02,Very Good,H,SI1,61.1,58,18236
3.01,Fair,I,SI2,65.8,56,18242
3.01,Fair,I,SI2,65.8,56,18242
2.03,Very Good,G,SI1,61.3,59,18257
2.08,Very Good,I,VS2,58.9,61,18281
2.51,Fair,H,SI2,64.7,57,18308
1.83,Very Good,G,VS2,60.5,59,18358
2.32,Very Good,I,SI1,63.2,59,18371
2.09,Very Good,H,SI1,61.1,56,18392
2.02,Very Good,H,VS2,62.7,58,18398
2.01,Very Good,G,SI1,62.1,60,18398
2.08,Very Good,D,SI2,60.1,59,18405
2.11,Very Good,D,SI2,60.9,60,18407
1.79,Very Good,F,VS2,62.8,59,18429
2.44,Very Good,J,VS2,58.1,60,18430
1.74,Very Good,F,VS2,62,57,18430
2.1,Very Good,H,SI1,62.9,57,18480
2.21,Very Good,F,SI2,61,58,18483
2.07,Very Good,H,SI1,59.5,59,18489
2.01,Very Good,I,VS1,63,59,18500
2.01,Very Good,H,VS2,63.2,58,18507
2.03,Very Good,G,SI1,61.7,54,18507
2.32,Very Good,H,SI2,60.6,58,18508
2.09,Very Good,F,SI2,61.3,59,18509
2,Fair,G,VS2,67.6,58,18515
2,Very Good,G,SI1,61.8,61,18524
2.14,Very Good,D,SI2,60.3,60,18526
4.5,Fair,J,I1,65.8,58,18531
1.04,Very Good,D,IF,61.3,56,18542
1.5,Very Good,F,IF,63.2,58,18552
1.72,Very Good,E,VS2,63.4,56,18557
2.01,Very Good,H,VS2,60.7,56,18561
2.02,Fair,H,VS2,64.5,57,18565
2.01,Fair,G,SI1,70.6,64,18574
2.03,Very Good,G,SI1,60.1,60,18630
2.09,Very Good,F,SI2,63.4,55,18640
2.16,Very Good,F,SI2,62.4,59,18678
1.5,Very Good,G,VS2,60.7,59,18691
2.48,Very Good,F,SI2,63.4,56,18692
2,Very Good,E,SI1,60.5,59,18709
2.02,Very Good,E,SI1,59.8,59,18731
2.01,Very Good,G,SI1,63.1,59,18741
2,Very Good,F,SI1,57.9,60,18759
1.51,Very Good,F,VVS1,62.6,59,18777
2.03,Very Good,H,SI1,63,60,18781
2,Very Good,H,SI1,62.8,57,18803
2,Very Good,G,SI1,63.5,56,18818
0.32,Very Good,I,VS1,63.2,54,648
0.32,Very Good,I,VS1,63.1,56,648
0.32,Very Good,H,VS2,63.1,55,648
0.44,Very Good,F,SI2,62.8,60,648
0.37,Very Good,G,VS2,60.7,57,649
0.37,Very Good,G,VS2,62.8,60,649
0.37,Very Good,G,VS2,61.2,57,649
0.37,Very Good,E,SI1,60.6,54,649
0.37,Very Good,E,SI1,59.9,59,649
0.35,Very Good,H,VVS2,61,57,650
0.3,Very Good,D,VS2,62.9,55,650
0.34,Very Good,G,SI1,63.4,57,650
0.39,Very Good,I,VS2,62.9,57,650
0.39,Very Good,E,SI2,63,61,650
0.31,Very Good,G,VVS2,62.2,56,651
0.31,Very Good,H,VVS1,61.3,56,651
0.31,Very Good,H,VVS1,61.2,56,651
0.31,Very Good,H,VVS1,61.9,57,651
0.41,Very Good,J,IF,60.8,56,651
0.31,Very Good,G,VS2,63.2,58,651
0.31,Very Good,E,SI1,63.4,55,651
0.33,Very Good,G,VS1,61,57,652
0.3,Very Good,E,VS1,61.4,59,653
0.3,Very Good,E,VS1,60.2,57,653
0.42,Very Good,E,SI2,58.8,60,653
0.3,Very Good,F,VS1,61.5,56,654
0.3,Very Good,G,VVS2,62.3,57,655
0.3,Very Good,H,VVS1,62.8,56,655
0.4,Very Good,I,VS2,61.4,57.6,655
0.4,Very Good,G,SI1,59.6,61,655
0.32,Very Good,E,VS2,61.3,57,656
0.41,Very Good,G,SI2,59.9,60,656
0.42,Very Good,D,SI2,62.9,55,656
0.26,Very Good,F,VVS2,61.4,56,657
0.26,Very Good,F,VVS2,62.6,56,657
0.26,Very Good,F,VVS1,61.7,57,657
0.26,Very Good,F,VVS1,60.6,56,657
0.26,Very Good,F,VVS1,62,55,657
0.26,Very Good,E,VVS1,61.5,56,657
0.32,Very Good,D,VS2,62.9,59,657
0.37,Very Good,G,VS1,58.4,59,657
0.35,Very Good,G,VS2,60.2,60,658
0.26,Very Good,D,SI1,59.7,58,658
0.26,Very Good,H,VS1,62.9,54,430
0.24,Very Good,E,VS1,61.7,60,430
0.31,Very Good,J,SI2,63.3,58,430
0.23,Very Good,H,VVS2,62.4,55,431
0.23,Very Good,H,VVS2,62.6,56,431
0.23,Very Good,G,VVS2,62.9,55,431
0.23,Very Good,G,VVS2,62.6,54,431
0.23,Very Good,G,VVS2,62.3,57,431
0.23,Very Good,G,VVS2,62.8,55,431
0.3,Very Good,G,SI1,62.4,54,432
0.3,Very Good,G,SI1,62.5,56,432
0.3,Very Good,G,SI1,61,58,432
0.3,Very Good,G,SI1,62.1,58,432
0.3,Very Good,E,VS2,62.4,56,658
0.3,Very Good,E,VS2,62.8,59,658
0.3,Very Good,E,VS2,62.4,56,658
0.3,Very Good,E,VS2,62.4,57,658
0.3,Very Good,E,VS2,62.6,58,658
0.3,Very Good,E,VS2,62.1,59,658
0.3,Very Good,E,VS2,61.8,58,658
0.3,Very Good,E,VS2,61.9,61,658
0.3,Very Good,E,VS2,62.3,57,658
0.3,Very Good,E,VS2,62.9,58,658
0.3,Very Good,E,VS2,61.7,61,658
0.3,Very Good,F,VS1,61.9,59,658
0.3,Very Good,E,VS2,62,58,658
0.3,Very Good,E,VS2,62.4,57,658
0.3,Very Good,E,VS2,62.9,58,658
0.3,Very Good,E,VS2,62.8,56,658
0.34,Very Good,E,VS2,59.8,62,659
0.41,Fair,H,SI1,65.4,61,659
0.35,Very Good,G,VS1,62.6,56,659
0.33,Very Good,D,VS2,62.9,54,660
0.29,Very Good,G,VS1,58.1,59,660
0.32,Very Good,G,VS1,60.8,56,660
0.32,Very Good,G,VS1,61.9,56,660
0.3,Very Good,E,VS1,63.4,55,660
0.38,Very Good,F,SI1,61.5,54,660
0.39,Very Good,H,VS2,60.7,56,661
0.32,Very Good,E,VS1,62.9,57,661
0.39,Very Good,F,SI1,60,55,661
0.3,Very Good,D,VS1,59.4,60,661
0.38,Very Good,H,SI1,60.1,57,662
0.3,Very Good,D,SI1,63.4,54,662
0.3,Very Good,D,SI1,63.1,56,662
0.3,Very Good,D,SI1,63.4,55,662
0.3,Fair,F,VS2,64.5,55,662
0.31,Very Good,F,SI1,63.5,56,663
0.31,Very Good,F,SI1,63.2,56,663
0.31,Very Good,F,SI1,63.1,57,663
0.31,Very Good,F,SI1,63.1,55,663
0.3,Very Good,D,VS2,62,62,663
0.36,Very Good,D,SI1,60.1,57,663
0.36,Very Good,D,SI1,60.4,58,663
0.29,Very Good,F,VVS2,60.2,58,664
0.29,Very Good,F,VVS2,63.1,57,664
0.29,Very Good,F,VVS2,62.7,58,664
0.29,Very Good,F,VVS2,60.1,58,664
0.29,Very Good,E,VVS2,58.5,58,664
0.29,Very Good,D,VVS2,62.9,58,664
0.29,Very Good,D,VVS2,62.3,59,664
0.29,Very Good,F,VVS1,62.3,58,664
0.29,Very Good,E,VVS1,58.9,59,664
0.35,Very Good,E,VS2,61.4,58,665
0.3,Very Good,D,VS1,58,62,666
0.3,Very Good,D,VS1,60.1,58,666
0.4,Very Good,H,SI1,62.6,57,666
0.4,Very Good,H,SI1,62.8,59,666
0.4,Very Good,D,SI2,61.6,59,666
0.4,Very Good,E,SI2,61.4,57,666
0.4,Very Good,E,SI2,62.9,58,666
0.4,Very Good,E,SI2,62.9,59,666
0.4,Very Good,H,SI1,62.6,58,666
0.4,Very Good,D,SI2,62.8,56,666
0.38,Very Good,G,SI1,59.5,62,666
0.4,Very Good,H,SI1,62.1,62,666
0.38,Very Good,G,SI1,61.4,61,666
0.38,Very Good,G,SI1,62.4,59,666
0.4,Very Good,H,SI1,62.9,56,666
0.33,Very Good,G,VS1,59.7,61,666
0.33,Very Good,F,VS2,61.2,58,666
0.33,Very Good,F,VS2,62.4,57,666
0.33,Very Good,F,VS2,61.9,57,666
0.24,Very Good,E,VS1,61.5,57,357
0.23,Very Good,D,VS1,61.8,57,357
0.28,Very Good,H,SI1,61.5,56,360
0.25,Fair,E,VS1,55.2,64,361
0.23,Very Good,D,VS2,62.7,58,362
0.24,Very Good,E,VS2,64.1,59,362
0.24,Very Good,E,VS2,60.8,56,362
0.31,Very Good,J,SI1,61.9,59,363
0.31,Very Good,J,SI1,62.7,59,363
0.24,Very Good,E,VS2,64.5,57,367
0.24,Very Good,D,VS1,61.1,60,367
0.32,Very Good,I,SI1,62.9,58,432
0.32,Very Good,I,SI1,62.8,58,432
0.3,Very Good,H,SI1,60.9,59,432
0.3,Very Good,H,SI1,62.9,59,432
0.3,Very Good,H,SI1,62.9,57,432
0.3,Very Good,H,SI1,62.9,58,432
0.3,Very Good,H,SI1,60.1,55,432
0.3,Very Good,H,SI1,62.5,57,432
0.24,Very Good,H,VVS2,60.7,58,432
0.33,Very Good,G,VS1,62.8,58,666
0.33,Very Good,G,VS1,62,59,666
0.33,Very Good,H,VVS2,62.4,60,666
0.33,Very Good,G,VS1,62.9,57,666
0.33,Very Good,G,VS1,60.1,61,666
0.27,Very Good,E,VVS1,61.1,55,667
0.31,Very Good,F,VS2,61.4,58.4,667
0.41,Very Good,E,SI1,63.2,57,667
0.4,Very Good,D,SI1,63.4,58,667
0.36,Very Good,H,VVS2,61.3,55,668
0.33,Very Good,F,VS1,59.3,56,668
0.33,Very Good,I,VS1,63.2,57,668
0.33,Very Good,I,VS1,63.1,56,668
0.28,Very Good,E,VVS2,63.2,56,669
0.35,Very Good,E,VS2,60.2,60,669
0.35,Very Good,G,SI1,63.4,56,669
0.35,Very Good,D,SI2,63.3,55,669
0.3,Very Good,D,VS2,62.5,57,670
0.42,Very Good,H,SI1,61.5,54,670
0.39,Very Good,F,SI1,61.3,62,670
0.39,Very Good,E,SI1,59.1,59,670
0.43,Very Good,E,SI2,59.9,57,671
0.41,Very Good,G,SI1,62.8,58,671
0.33,Very Good,G,VVS2,63,56,672
0.32,Very Good,G,VVS2,61.9,57,672
0.32,Very Good,G,VVS2,62.6,54,672
0.32,Very Good,G,VVS2,61.5,54,672
0.32,Very Good,G,VVS2,61.3,57,672
0.32,Very Good,H,VVS1,62.3,56,672
0.32,Very Good,H,VVS1,61.2,57,672
0.32,Very Good,H,VVS1,61.7,56,672
0.33,Very Good,E,VS2,63.1,57,672
0.38,Very Good,F,SI1,61.7,58,672
0.39,Very Good,E,SI2,59.1,56,672
0.32,Very Good,E,SI1,63.1,54,672
0.32,Very Good,E,SI1,63.5,56,672
0.32,Very Good,E,SI1,63.1,56,672
0.32,Very Good,E,SI1,63.3,55,672
0.32,Very Good,E,SI1,63.4,56,672
0.42,Very Good,D,SI2,62,59,672
0.3,Fair,G,VS1,64.4,61,673
0.4,Very Good,G,SI1,61.7,61,673
0.32,Very Good,I,IF,61.9,59,673
0.34,Very Good,H,VVS2,63.1,57,674
0.29,Very Good,E,VVS2,60.9,57,674
0.41,Very Good,E,SI1,60,58,674
0.31,Very Good,F,VS1,61.2,55,675
0.31,Very Good,F,VS1,62,56,675
0.31,Very Good,F,VS1,60.9,56,675
0.31,Very Good,F,VS1,60.6,55,675
0.42,Fair,D,SI1,64.7,61,675
0.3,Very Good,G,VS2,63.5,55,675
0.3,Very Good,I,VVS2,60.1,63,675
0.3,Very Good,H,VS1,63.3,56,675
0.3,Very Good,H,VS1,63.4,53,675
0.3,Very Good,H,VS1,63.2,56,675
0.3,Very Good,H,VS1,63.1,57,675
0.3,Very Good,H,VS1,63.3,57,675
0.3,Very Good,G,VS2,63.1,57,675
0.3,Very Good,G,VS2,63.1,56,675
0.3,Very Good,G,VS2,63.5,54,675
0.3,Very Good,E,SI1,63.1,53,675
0.3,Very Good,E,SI1,63.2,56,675
0.3,Very Good,E,SI1,63.2,57,675
0.3,Very Good,E,SI1,63.4,56,675
0.24,Very Good,G,VVS1,62.3,59,432
0.31,Very Good,G,SI2,61.7,55,433
0.23,Very Good,H,VVS1,61.6,56,434
0.28,Very Good,E,VS1,62.8,60,434
0.33,Very Good,I,SI1,63,57,434
0.33,Very Good,J,VS1,62.8,58,434
0.33,Very Good,G,SI2,62.9,55,434
0.33,Very Good,G,SI2,59.4,59,434
0.33,Very Good,J,VS1,61.5,61,434
0.33,Very Good,F,SI2,63,58,434
0.31,Very Good,E,SI2,60.8,61,435
0.31,Very Good,I,VS2,62.3,57,435
0.33,Very Good,E,VS2,60.6,58,675
0.32,Very Good,G,VVS1,60.9,57,676
0.35,Very Good,G,VS1,61.5,60,676
0.36,Very Good,E,VS2,60.4,58,677
0.36,Very Good,G,VS1,60.6,60,678
0.26,Very Good,F,VVS1,60.8,58,679
0.39,Very Good,I,VS2,60.1,57,679
0.31,Very Good,F,VS1,61,57.5,679
0.31,Very Good,F,VS1,59.7,55,679
0.41,Very Good,F,SI1,62.3,60,679
0.43,Very Good,F,SI2,60.5,59,679
0.3,Very Good,G,VVS1,61.9,55,680
0.3,Very Good,G,VVS1,61.1,57,680
0.38,Very Good,I,VS2,61.7,56,680
0.41,Very Good,F,SI1,63.6,57,680
0.41,Very Good,I,SI1,63.3,60,680
0.23,Very Good,E,VVS2,63.3,56,680
0.31,Very Good,E,VS2,62.9,56,680
0.31,Very Good,E,VS2,61.8,59,680
0.31,Very Good,E,VS2,62.8,57,680
0.31,Very Good,E,VS2,62.9,57,680
0.31,Very Good,E,VS2,62.6,56,680
0.31,Very Good,E,VS2,61.6,59,680
0.31,Very Good,E,VS2,61,59,680
0.31,Very Good,E,VS2,61.7,58,680
0.33,Very Good,D,VS2,62.5,59,681
0.33,Very Good,G,VS1,61.3,57,681
0.33,Very Good,G,VS1,60.8,57,681
0.43,Very Good,F,SI2,61.6,59,681
0.37,Very Good,D,SI1,62.3,56,681
0.37,Very Good,D,SI1,62.2,58,681
0.37,Very Good,D,SI1,61,62,681
0.3,Very Good,D,VS1,59.7,58,681
0.27,Very Good,F,VVS2,61.3,57,682
0.27,Very Good,F,VVS2,61.8,57,682
0.27,Very Good,F,VVS2,61.8,56,682
0.27,Very Good,F,VVS2,61.2,57,682
0.27,Very Good,F,VVS1,61.8,56,682
0.3,Very Good,F,VVS1,62.5,56,682
0.27,Very Good,F,VVS1,61.8,56,682
0.27,Very Good,E,VVS1,61.3,57,682
0.27,Very Good,E,VVS1,62.3,56,682
0.23,Very Good,E,VVS1,59.9,55,682
0.4,Very Good,G,SI1,61.9,55,682
0.32,Very Good,F,VVS2,63.2,52,683
0.41,Very Good,H,SI1,62.6,59,683
0.41,Very Good,H,SI1,62.8,56,683
0.41,Very Good,E,SI2,62.8,57,683
0.41,Very Good,H,SI1,60,61,683
0.41,Very Good,E,SI2,61.3,57,683
0.41,Very Good,H,SI1,62.9,58,683
0.41,Very Good,E,SI2,62.9,58,683
0.41,Very Good,E,SI2,61.9,55,683
0.41,Very Good,H,SI1,62.9,55,683
0.41,Very Good,E,SI2,62.9,58,683
0.41,Very Good,H,SI1,62.4,56,683
0.41,Very Good,D,SI2,62.7,58,683
0.41,Very Good,H,SI1,61.4,60,683
0.4,Very Good,E,SI1,59.8,61,684
0.37,Very Good,H,SI1,63.2,57,684
0.32,Very Good,F,SI1,63.2,55,684
0.3,Very Good,H,VVS1,63,54,684
0.3,Very Good,G,VVS2,63,57,684
0.3,Very Good,G,VVS2,62.3,59,684
0.3,Very Good,G,VVS2,61.8,59,684
0.3,Very Good,G,VVS2,62.7,56,684
0.3,Very Good,G,VVS2,61.3,58,684
0.3,Very Good,H,VVS1,62.2,58,684
0.3,Very Good,G,VVS2,62.8,60,684
0.3,Very Good,G,VVS2,61.6,60,684
0.3,Very Good,H,VVS1,62.6,60,684
0.3,Very Good,H,VVS1,61.3,61,684
0.3,Very Good,H,VVS1,62,59,684
0.39,Very Good,G,SI1,62.4,58,684
0.3,Very Good,G,VVS2,60.6,58,684
0.3,Very Good,H,VVS1,63,56,684
0.3,Very Good,H,VVS1,63,58,684
0.39,Very Good,G,SI1,61.7,57,684
0.3,Very Good,G,VVS2,62.1,59,684
0.3,Very Good,G,VVS2,61.3,57,684
0.3,Very Good,H,VVS1,62.5,59,684
0.3,Very Good,G,VVS2,62.9,55,684
0.3,Very Good,G,VVS2,62.9,55,684
0.32,Very Good,G,VVS1,60.6,57,685
0.31,Very Good,E,SI2,61.2,61,435
0.31,Very Good,H,SI1,62.9,56,435
0.25,Very Good,F,VS1,61.2,59,435
0.31,Very Good,I,VS2,60.8,60,435
0.31,Very Good,I,VS2,60.7,61,435
0.31,Very Good,H,SI1,61.7,59,435
0.31,Very Good,H,SI1,62.4,57,435
0.31,Very Good,H,SI1,58.7,60,435
0.31,Very Good,H,SI1,61,61,435
0.31,Very Good,H,SI1,62.8,58,435
0.25,Very Good,E,VS2,63.3,56,436
0.25,Very Good,F,VS1,62.1,58,436
0.38,Very Good,F,VS2,61.3,57,685
0.35,Very Good,D,VS2,62.8,58,685
0.34,Very Good,F,VS2,62.9,58,686
0.34,Very Good,H,VVS2,62.7,59,686
0.34,Very Good,F,VS2,62.9,55,686
0.34,Very Good,F,VS2,62.3,57,686
0.34,Very Good,H,VVS2,63,55,686
0.34,Very Good,G,VS1,61.7,60,686
0.34,Very Good,H,VVS2,61.4,58,686
0.34,Very Good,G,VS1,60.4,61,686
0.42,Very Good,G,SI1,61.6,61,687
0.4,Very Good,E,SI1,61.4,58,687
0.4,Very Good,E,SI1,62.9,59,687
0.4,Very Good,E,SI1,62.2,62,687
0.4,Very Good,F,SI1,62.1,57,687
0.42,Very Good,G,SI1,63,55,687
0.42,Very Good,G,SI1,60.6,62,687
0.4,Very Good,E,SI1,62,61,687
0.4,Very Good,E,SI1,60.8,62,687
0.4,Very Good,F,SI1,62.9,58,687
0.4,Very Good,E,SI1,63,57,687
0.4,Very Good,E,SI1,61.7,60,687
0.3,Very Good,E,VVS2,62.5,61,688
0.28,Very Good,E,IF,59.6,55,688
0.43,Very Good,E,SI2,61.8,60,688
0.41,Very Good,D,SI1,64.1,54,689
0.36,Very Good,G,SI1,63.3,56,689
0.36,Very Good,G,SI1,61.2,63,689
0.34,Very Good,H,VS2,63.2,55,689
0.34,Very Good,H,VS2,63.1,56,689
0.34,Very Good,H,VS2,63.3,56,689
0.4,Very Good,D,SI1,63,59,690
0.3,Very Good,G,VVS1,61.3,56,691
0.3,Very Good,G,VVS1,60.7,57,691
0.43,Very Good,I,SI2,61.5,54,691
0.3,Very Good,H,IF,62.3,56,691
0.33,Very Good,G,VVS2,61.9,56,692
0.33,Very Good,G,VVS2,61.4,55,692
0.33,Very Good,H,VVS1,62.5,55,692
0.31,Very Good,D,VS2,61.6,55,692
0.41,Very Good,I,SI2,63.5,57,692
0.41,Very Good,J,VS1,61.8,56,693
0.38,Very Good,G,VS1,61.9,54,693
0.33,Very Good,E,SI1,63.1,56,693
0.33,Fair,F,VVS2,65.7,54,693
0.4,Very Good,E,VS2,63,59,693
0.33,Very Good,F,VVS2,63.5,54,694
0.3,Very Good,F,VVS2,62.4,57,694
0.4,Very Good,F,SI1,59.6,58,694
0.39,Very Good,G,SI1,62.5,55,694
0.4,Very Good,E,SI1,62.2,56,694
0.4,Very Good,D,SI1,63.8,54,694
0.33,Very Good,I,IF,59,61,694
0.33,Very Good,I,IF,62,58,694
0.44,Very Good,J,VS1,61.9,57,694
0.3,Very Good,F,VVS1,61.6,56,694
0.37,Very Good,H,VS1,59.8,59,695
0.31,Fair,G,VS1,64.6,55,695
0.25,Very Good,D,VVS2,59.5,56,696
0.39,Very Good,I,VS2,60.2,61,696
0.32,Very Good,F,VS1,62.3,55,696
0.32,Very Good,F,VS1,61.3,55,696
0.33,Very Good,D,VS1,60.1,59,696
0.39,Very Good,H,SI1,58.4,63,696
0.37,Very Good,G,VS1,58.3,62,696
0.37,Very Good,F,VS2,59.2,61,696
0.37,Very Good,F,VS2,59.7,62,696
0.34,Very Good,E,VS2,62.7,56,696
0.3,Very Good,D,VS1,63.5,55,697
0.34,Very Good,D,VS2,59.5,56,698
0.41,Very Good,G,SI1,62.4,56,698
0.31,Very Good,E,SI1,63.1,54,698
0.31,Very Good,E,SI1,63.4,55,698
0.31,Very Good,E,SI1,63.4,55,698
0.25,Very Good,F,VS1,59.7,57,436
0.25,Very Good,F,VS1,59.6,56,436
0.25,Very Good,E,VS1,59.9,56,436
0.25,Very Good,D,VS1,63,59,436
0.31,Very Good,H,VS1,63.1,57,698
0.31,Very Good,H,VS1,63.2,57,698
0.31,Very Good,H,VS1,63.1,58,698
0.31,Very Good,G,VS2,63.1,58,698
0.31,Very Good,G,VS2,63.1,56,698
0.31,Very Good,G,VS2,63.4,59,698
0.31,Very Good,G,VS2,63.5,58,698
0.31,Very Good,E,SI1,63.1,55,698
0.31,Very Good,E,SI1,63.3,55,698
0.31,Very Good,E,SI1,63.4,55,698
0.31,Very Good,E,SI1,63.3,55,698
0.31,Very Good,E,SI1,63.5,55,698
0.31,Very Good,E,SI1,63.4,55,698
0.31,Very Good,E,SI1,63.4,57,698
0.31,Very Good,E,SI1,63.1,57,698
0.31,Very Good,E,SI1,63.1,57,698
0.31,Very Good,E,SI1,63.5,57,698
0.31,Very Good,E,SI1,63.2,59,698
0.31,Very Good,E,SI1,63.2,59,698
0.4,Very Good,G,SI1,62.9,57,699
0.38,Very Good,H,VS2,60.6,58,700
0.42,Very Good,E,SI2,62.9,56,700
0.42,Very Good,H,SI1,62.1,59,700
0.38,Very Good,H,VS2,62.8,56,700
0.42,Very Good,H,SI1,62.9,57,700
0.38,Very Good,H,VS2,63,56,700
0.42,Very Good,H,SI1,59.5,57,700
0.38,Very Good,E,SI1,61.2,59,700
0.42,Very Good,D,SI2,60,61,700
0.42,Very Good,H,SI1,62,59,700
0.42,Very Good,D,SI2,60.8,59,700
0.38,Very Good,H,VS2,62.8,55,700
0.32,Very Good,F,VVS2,63.8,55,701
0.34,Very Good,G,VS1,61.2,57,701
0.38,Very Good,E,SI1,62.8,58,701
0.38,Very Good,D,SI1,61.3,57,701
0.5,Fair,G,I1,64.6,60,701
0.41,Very Good,F,SI1,62.5,58,702
0.38,Very Good,H,SI2,63.4,57,702
0.39,Very Good,D,VS2,62.2,58,702
0.33,Very Good,G,VVS2,61.5,62,702
0.32,Very Good,E,VS2,62.9,56,702
